,County,Cases,Rate_per_100k
654,"Craven County, NC",11,12.7
655,"Crawford County, AR",Data suppressed,Data suppressed
656,"Crawford County, GA",Data suppressed,Data suppressed
657,"Crawford County, IA",Data suppressed,Data suppressed
658,"Crawford County, IL",Data suppressed,Data suppressed
659,"Crawford County, IN",Data suppressed,Data suppressed
660,"Crawford County, KS",0,0.0
661,"Crawford County, MI",0,0.0
662,"Crawford County, MO",0,0.0
663,"Crawford County, OH",Data suppressed,Data suppressed
664,"Crawford County, PA",Data suppressed,Data suppressed
665,"Crawford County, WI",0,0.0
666,"Creek County, OK",Data suppressed,Data suppressed
667,"Crenshaw County, AL",0,0.0
668,"Crisp County, GA",7,37.4
669,"Crittenden County, AR",15,38.5
670,"Crittenden County, KY",Data suppressed,Data suppressed
671,"Crockett County, TN",0,0.0
672,"Crockett County, TX",0,0.0
673,"Crook County, OR",0,0.0
674,"Crook County, WY",0,0.0
675,"Crosby County, TX",0,0.0
676,"Cross County, AR",0,0.0
677,"Crow Wing County, MN",Data suppressed,Data suppressed
678,"Crowley County, CO",0,0.0
679,"Culberson County, TX",0,0.0
680,"Cullman County, AL",7,10.0
681,"Culpeper County, VA",Data suppressed,Data suppressed
682,"Cumberland County, IL",0,0.0
683,"Cumberland County, KY",Data suppressed,Data suppressed
684,"Cumberland County, ME",7,2.7
685,"Cumberland County, NC",57,21.0
686,"Cumberland County, NJ",13,10.4
687,"Cumberland County, PA",Data suppressed,Data suppressed
688,"Cumberland County, TN",0,0.0
689,"Cumberland County, VA",Data suppressed,Data suppressed
690,"Cuming County, NE",0,0.0
691,"Currituck County, NC",0,0.0
692,"Curry County, NM",0,0.0
693,"Curry County, OR",0,0.0
694,"Custer County, CO",0,0.0
695,"Custer County, ID",0,0.0
696,"Custer County, MT",0,0.0
697,"Custer County, NE",0,0.0
698,"Custer County, OK",Data suppressed,Data suppressed
699,"Custer County, SD",0,0.0
700,"Cuyahoga County, OH",150,14.2
701,"Dade County, GA",Data suppressed,Data suppressed
702,"Dade County, MO",0,0.0
703,"Daggett County, UT",0,0.0
704,"Dakota County, MN",13,3.7
705,"Dakota County, NE",Data suppressed,Data suppressed
706,"Dale County, AL",10,24.5
707,"Dallam County, TX",0,0.0
708,"Dallas County, AL",8,25.1
709,"Dallas County, AR",0,0.0
710,"Dallas County, IA",Data suppressed,Data suppressed
711,"Dallas County, MO",0,0.0
712,"Dallas County, TX",791,37.0
713,"Dane County, WI",30,6.5
714,"Daniels County, MT",0,0.0
715,"Danville City, VA",6,17.5
716,"Dare County, NC",Data suppressed,Data suppressed
717,"Darke County, OH",0,0.0
718,"Darlington County, SC",14,24.8
719,"Dauphin County, PA",36,15.5
720,"Davidson County, NC",15,10.6
721,"Davidson County, TN",123,21.1
722,"Davie County, NC",Data suppressed,Data suppressed
723,"Daviess County, IN",Data suppressed,Data suppressed
724,"Daviess County, KY",Data suppressed,Data suppressed
725,"Daviess County, MO",Data suppressed,Data suppressed
726,"Davis County, IA",0,0.0
727,"Davis County, UT",8,3.0
728,"Davison County, SD",Data suppressed,Data suppressed
729,"Dawes County, NE",0,0.0
730,"Dawson County, GA",Data suppressed,Data suppressed
731,"Dawson County, MT",0,0.0
732,"Dawson County, NE",Data suppressed,Data suppressed
733,"Dawson County, TX",0,0.0
734,"Day County, SD",0,0.0
735,"De Baca County, NM",0,0.0
736,"De Soto Parish, LA",6,26.4
737,"De Witt County, IL",0,0.0
738,"Deaf Smith County, TX",Data suppressed,Data suppressed
739,"Dearborn County, IN",Data suppressed,Data suppressed
740,"Decatur County, GA",5,22.8
741,"Decatur County, IA",0,0.0
742,"Decatur County, IN",0,0.0
743,"Decatur County, KS",0,0.0
744,"Decatur County, TN",0,0.0
745,"Deer Lodge County, MT",Data suppressed,Data suppressed
746,"Defiance County, OH",0,0.0
747,"Dekalb County, AL",Data suppressed,Data suppressed
748,"Dekalb County, GA",345,55.1
749,"Dekalb County, IL",Data suppressed,Data suppressed
750,"Dekalb County, IN",Data suppressed,Data suppressed
751,"Dekalb County, MO",0,0.0
752,"Dekalb County, TN",Data suppressed,Data suppressed
753,"Del Norte County, CA",0,0.0
754,"Delaware County, IA",0,0.0
755,"Delaware County, IN",7,7.0
756,"Delaware County, NY",0,0.0
757,"Delaware County, OH",5,3.0
758,"Delaware County, OK",Data suppressed,Data suppressed
759,"Delaware County, PA",47,9.9
760,"Delta County, CO",Data suppressed,Data suppressed
761,"Delta County, MI",0,0.0
762,"Delta County, TX",0,0.0
763,"Denali Borough, AK",Data suppressed,Data suppressed
764,"Dent County, MO",0,0.0
765,"Denton County, TX",87,12.3
766,"Denver County, CO",121,19.8
767,"Des Moines County, IA",Data suppressed,Data suppressed
768,"Deschutes County, OR",Data suppressed,Data suppressed
769,"Desha County, AR",Data suppressed,Data suppressed
770,"Desoto County, FL",Data suppressed,Data suppressed
771,"Desoto County, MS",34,22.7
772,"Deuel County, NE",0,0.0
773,"Deuel County, SD",0,0.0
774,"Dewey County, OK",0,0.0
775,"Dewey County, SD",0,0.0
776,"Dewitt County, TX",0,0.0
777,"Dickens County, TX",0,0.0
778,"Dickenson County, VA",0,0.0
779,"Dickey County, ND",0,0.0
780,"Dickinson County, IA",0,0.0
781,"Dickinson County, KS",0,0.0
782,"Dickinson County, MI",0,0.0
783,"Dickson County, TN",Data suppressed,Data suppressed
784,"Dillingham Census Area, AK",Data suppressed,Data suppressed
785,"Dillon County, SC",Data suppressed,Data suppressed
786,"Dimmit County, TX",0,0.0
787,"Dinwiddie County, VA",Data suppressed,Data suppressed
788,"District Of Columbia, DC",208,34.6
789,"Divide County, ND",0,0.0
790,"Dixie County, FL",0,0.0
791,"Dixon County, NE",0,0.0
792,"Doddridge County, WV",Data suppressed,Data suppressed
793,"Dodge County, GA",0,0.0
794,"Dodge County, MN",0,0.0
795,"Dodge County, NE",0,0.0
796,"Dodge County, WI",0,0.0
797,"Dolores County, CO",0,0.0
798,"Doniphan County, KS",0,0.0
799,"Donley County, TX",0,0.0
800,"Dooly County, GA",Data suppressed,Data suppressed
801,"Door County, WI",Data suppressed,Data suppressed
802,"Dorchester County, MD",0,0.0
803,"Dorchester County, SC",20,15.0
804,"Dougherty County, GA",43,56.7
805,"Douglas County, CO",12,4.2
806,"Douglas County, GA",29,24.3
807,"Douglas County, IL",Data suppressed,Data suppressed
808,"Douglas County, KS",5,4.7
809,"Douglas County, MN",Data suppressed,Data suppressed
810,"Douglas County, MO",0,0.0
811,"Douglas County, NE",36,7.8
812,"Douglas County, NV",Data suppressed,Data suppressed
813,"Douglas County, OR",Data suppressed,Data suppressed
814,"Douglas County, SD",0,0.0
815,"Douglas County, WA",Data suppressed,Data suppressed
816,"Douglas County, WI",Data suppressed,Data suppressed
817,"Doña Ana County, NM",16,8.9
818,"Drew County, AR",Data suppressed,Data suppressed
819,"Dubois County, IN",0,0.0
820,"Dubuque County, IA",Data suppressed,Data suppressed
821,"Duchesne County, UT",0,0.0
822,"Dukes County, MA",Data suppressed,Data suppressed
823,"Dundy County, NE",0,0.0
824,"Dunklin County, MO",0,0.0
825,"Dunn County, ND",0,0.0
826,"Dunn County, WI",Data suppressed,Data suppressed
827,"Dupage County, IL",39,5.0
828,"Duplin County, NC",5,10.2
829,"Durham County, NC",60,22.4
830,"Dutchess County, NY",15,5.9
831,"Duval County, FL",276,34.9
832,"Duval County, TX",Data suppressed,Data suppressed
833,"Dyer County, TN",Data suppressed,Data suppressed
834,"Eagle County, CO",Data suppressed,Data suppressed
835,"Early County, GA",Data suppressed,Data suppressed
836,"East Baton Rouge Parish, LA",178,48.4
837,"East Carroll Parish, LA",0,0.0
838,"East Feliciana Parish, LA",Data suppressed,Data suppressed
839,"Eastland County, TX",Data suppressed,Data suppressed
840,"Eaton County, MI",8,8.5
841,"Eau Claire County, WI",Data suppressed,Data suppressed
842,"Echols County, GA",0,0.0
843,"Ector County, TX",22,17.5
844,"Eddy County, ND",0,0.0
845,"Eddy County, NM",5,10.7
846,"Edgar County, IL",0,0.0
847,"Edgecombe County, NC",13,29.7
848,"Edgefield County, SC",Data suppressed,Data suppressed
849,"Edmonson County, KY",Data suppressed,Data suppressed
850,"Edmunds County, SD",0,0.0
851,"Edwards County, IL",0,0.0
852,"Edwards County, KS",0,0.0
853,"Edwards County, TX",0,0.0
854,"Effingham County, GA",Data suppressed,Data suppressed
855,"Effingham County, IL",0,0.0
856,"El Dorado County, CA",Data suppressed,Data suppressed
857,"El Paso County, CO",50,8.5
858,"El Paso County, TX",140,20.7
859,"Elbert County, CO",Data suppressed,Data suppressed
860,"Elbert County, GA",Data suppressed,Data suppressed
861,"Elk County, KS",0,0.0
862,"Elk County, PA",Data suppressed,Data suppressed
863,"Elkhart County, IN",13,7.9
864,"Elko County, NV",Data suppressed,Data suppressed
865,"Elliott County, KY",Data suppressed,Data suppressed
866,"Ellis County, KS",Data suppressed,Data suppressed
867,"Ellis County, OK",0,0.0
868,"Ellis County, TX",20,13.7
869,"Ellsworth County, KS",0,0.0
870,"Elmore County, AL",11,15.9
871,"Elmore County, ID",0,0.0
872,"Emanuel County, GA",Data suppressed,Data suppressed
873,"Emery County, UT",0,0.0
874,"Emmet County, IA",0,0.0
875,"Emmet County, MI",0,0.0
876,"Emmons County, ND",0,0.0
877,"Emporia City, VA",0,0.0
878,"Erath County, TX",Data suppressed,Data suppressed
879,"Erie County, NY",46,5.8
880,"Erie County, OH",5,7.8
881,"Erie County, PA",13,5.6
882,"Escambia County, AL",Data suppressed,Data suppressed
883,"Escambia County, FL",57,21.3
884,"Esmeralda County, NV",0,0.0
885,"Essex County, MA",74,11.0
886,"Essex County, NJ",266,40.1
887,"Essex County, NY",0,0.0
888,"Essex County, VA",Data suppressed,Data suppressed
889,"Essex County, VT",0,0.0
890,"Estill County, KY",Data suppressed,Data suppressed
891,"Etowah County, AL",5,5.7
892,"Eureka County, NV",0,0.0
893,"Evangeline Parish, LA",10,36.6
894,"Evans County, GA",Data suppressed,Data suppressed
895,"Fairbanks North Star Borough, AK",Data suppressed,Data suppressed
896,"Fairfax City, VA",0,0.0
897,"Fairfax County, VA",95,9.9
898,"Fairfield County, CT",51,6.4
899,"Fairfield County, OH",Data suppressed,Data suppressed
900,"Fairfield County, SC",5,25.8
901,"Fall River County, SD",0,0.0
902,"Fallon County, MT",0,0.0
903,"Falls Church City, VA",Data suppressed,Data suppressed
904,"Falls County, TX",Data suppressed,Data suppressed
905,"Fannin County, GA",Data suppressed,Data suppressed
906,"Fannin County, TX",Data suppressed,Data suppressed
907,"Faribault County, MN",0,0.0
908,"Faulk County, SD",0,0.0
909,"Faulkner County, AR",16,15.4
910,"Fauquier County, VA",Data suppressed,Data suppressed
911,"Fayette County, AL",Data suppressed,Data suppressed
912,"Fayette County, GA",14,14.5
913,"Fayette County, IA",0,0.0
914,"Fayette County, IL",0,0.0
915,"Fayette County, IN",0,0.0
916,"Fayette County, KY",46,16.8
917,"Fayette County, OH",Data suppressed,Data suppressed
918,"Fayette County, PA",Data suppressed,Data suppressed
919,"Fayette County, TN",Data suppressed,Data suppressed
920,"Fayette County, TX",Data suppressed,Data suppressed
921,"Fayette County, WV",Data suppressed,Data suppressed
922,"Fentress County, TN",0,0.0
923,"Fergus County, MT",0,0.0
924,"Ferry County, WA",0,0.0
925,"Fillmore County, MN",0,0.0
926,"Fillmore County, NE",0,0.0
927,"Finney County, KS",Data suppressed,Data suppressed
928,"Fisher County, TX",0,0.0
929,"Flagler County, FL",9,9.1
930,"Flathead County, MT",Data suppressed,Data suppressed
931,"Fleming County, KY",Data suppressed,Data suppressed
932,"Florence County, SC",25,21.8
933,"Florence County, WI",0,0.0
934,"Floyd County, GA",12,14.7
935,"Floyd County, IA",0,0.0
936,"Floyd County, IN",Data suppressed,Data suppressed
937,"Floyd County, KY",Data suppressed,Data suppressed
938,"Floyd County, TX",Data suppressed,Data suppressed
939,"Floyd County, VA",Data suppressed,Data suppressed
940,"Fluvanna County, VA",Data suppressed,Data suppressed
941,"Foard County, TX",0,0.0
942,"Fond Du Lac County, WI",Data suppressed,Data suppressed
943,"Ford County, IL",0,0.0
944,"Ford County, KS",Data suppressed,Data suppressed
945,"Forest County, PA",0,0.0
946,"Forest County, WI",0,0.0
947,"Forrest County, MS",29,46.6
948,"Forsyth County, GA",7,3.6
949,"Forsyth County, NC",67,21.1
950,"Fort Bend County, TX",86,13.5
951,"Foster County, ND",0,0.0
952,"Fountain County, IN",Data suppressed,Data suppressed
953,"Franklin City, VA",0,0.0
954,"Franklin County, AL",Data suppressed,Data suppressed
955,"Franklin County, AR",0,0.0
956,"Franklin County, FL",Data suppressed,Data suppressed
957,"Franklin County, GA",Data suppressed,Data suppressed
958,"Franklin County, IA",0,0.0
959,"Franklin County, ID",0,0.0
960,"Franklin County, IL",Data suppressed,Data suppressed
961,"Franklin County, IN",0,0.0
962,"Franklin County, KS",0,0.0
963,"Franklin County, KY",Data suppressed,Data suppressed
964,"Franklin County, MA",Data suppressed,Data suppressed
965,"Franklin County, ME",Data suppressed,Data suppressed
966,"Franklin County, MO",Data suppressed,Data suppressed
967,"Franklin County, MS",Data suppressed,Data suppressed
968,"Franklin County, NC",Data suppressed,Data suppressed
969,"Franklin County, NE",0,0.0
970,"Franklin County, NY",Data suppressed,Data suppressed
971,"Franklin County, OH",199,18.4
972,"Franklin County, PA",Data suppressed,Data suppressed
973,"Franklin County, TN",0,0.0
974,"Franklin County, TX",0,0.0
975,"Franklin County, VA",Data suppressed,Data suppressed
976,"Franklin County, VT",Data suppressed,Data suppressed
977,"Franklin County, WA",Data suppressed,Data suppressed
978,"Franklin Parish, LA",Data suppressed,Data suppressed
979,"Frederick County, MD",22,10.3
980,"Frederick County, VA",Data suppressed,Data suppressed
981,"Fredericksburg City, VA",Data suppressed,Data suppressed
982,"Freeborn County, MN",Data suppressed,Data suppressed
983,"Freestone County, TX",0,0.0
984,"Fremont County, CO",Data suppressed,Data suppressed
985,"Fremont County, IA",0,0.0
986,"Fremont County, ID",0,0.0
987,"Fremont County, WY",Data suppressed,Data suppressed
988,"Fresno County, CA",108,13.7
989,"Frio County, TX",15,90.8
990,"Frontier County, NE",0,0.0
991,"Fulton County, AR",0,0.0
992,"Fulton County, GA",666,75.2
993,"Fulton County, IL",Data suppressed,Data suppressed
994,"Fulton County, IN",0,0.0
995,"Fulton County, KY",Data suppressed,Data suppressed
996,"Fulton County, NY",Data suppressed,Data suppressed
997,"Fulton County, OH",Data suppressed,Data suppressed
998,"Fulton County, PA",Data suppressed,Data suppressed
999,"Furnas County, NE",0,0.0
1000,"Gadsden County, FL",13,33.7
1001,"Gage County, NE",Data suppressed,Data suppressed
1002,"Gaines County, TX",0,0.0
1003,"Galax City, VA",0,0.0
1004,"Gallatin County, IL",0,0.0
1005,"Gallatin County, KY",Data suppressed,Data suppressed
1006,"Gallatin County, MT",Data suppressed,Data suppressed
1007,"Gallia County, OH",Data suppressed,Data suppressed
1008,"Galveston County, TX",36,12.9
1009,"Garden County, NE",0,0.0
1010,"Garfield County, CO",Data suppressed,Data suppressed
1011,"Garfield County, MT",0,0.0
1012,"Garfield County, NE",Data suppressed,Data suppressed
1013,"Garfield County, OK",Data suppressed,Data suppressed
1014,"Garfield County, UT",0,0.0
1015,"Garfield County, WA",0,0.0
1016,"Garland County, AR",5,5.9
1017,"Garrard County, KY",Data suppressed,Data suppressed
1018,"Garrett County, MD",Data suppressed,Data suppressed
1019,"Garvin County, OK",0,0.0
1020,"Garza County, TX",Data suppressed,Data suppressed
1021,"Gasconade County, MO",0,0.0
1022,"Gaston County, NC",29,15.5
1023,"Gates County, NC",0,0.0
1024,"Geary County, KS",10,40.9
1025,"Geauga County, OH",Data suppressed,Data suppressed
1026,"Gem County, ID",0,0.0
1027,"Genesee County, MI",30,8.8
1028,"Genesee County, NY",Data suppressed,Data suppressed
1029,"Geneva County, AL",Data suppressed,Data suppressed
1030,"Gentry County, MO",0,0.0
1031,"George County, MS",Data suppressed,Data suppressed
1032,"Georgetown County, SC",Data suppressed,Data suppressed
1033,"Gibson County, IN",Data suppressed,Data suppressed
1034,"Gibson County, TN",Data suppressed,Data suppressed
1035,"Gila County, AZ",Data suppressed,Data suppressed
1036,"Gilchrist County, FL",Data suppressed,Data suppressed
1037,"Giles County, TN",Data suppressed,Data suppressed
1038,"Giles County, VA",0,0.0
1039,"Gillespie County, TX",0,0.0
1040,"Gilliam County, OR",0,0.0
1041,"Gilmer County, GA",Data suppressed,Data suppressed
1042,"Gilmer County, WV",0,0.0
1043,"Gilpin County, CO",0,0.0
1044,"Glacier County, MT",Data suppressed,Data suppressed
1045,"Glades County, FL",Data suppressed,Data suppressed
1046,"Gladwin County, MI",Data suppressed,Data suppressed
1047,"Glascock County, GA",0,0.0
1048,"Glasscock County, TX",Data suppressed,Data suppressed
1049,"Glenn County, CA",Data suppressed,Data suppressed
1050,"Gloucester County, NJ",11,4.4
1051,"Gloucester County, VA",Data suppressed,Data suppressed
1052,"Glynn County, GA",18,24.9
1053,"Gogebic County, MI",0,0.0
1054,"Golden Valley County, MT",0,0.0
1055,"Golden Valley County, ND",0,0.0
1056,"Goliad County, TX",0,0.0
1057,"Gonzales County, TX",0,0.0
1058,"Goochland County, VA",Data suppressed,Data suppressed
1059,"Goodhue County, MN",Data suppressed,Data suppressed
1060,"Gooding County, ID",0,0.0
1061,"Gordon County, GA",Data suppressed,Data suppressed
1062,"Goshen County, WY",Data suppressed,Data suppressed
1063,"Gosper County, NE",0,0.0
1064,"Gove County, KS",0,0.0
1065,"Grady County, GA",Data suppressed,Data suppressed
1066,"Grady County, OK",0,0.0
1067,"Grafton County, NH",0,0.0
1068,"Graham County, AZ",Data suppressed,Data suppressed
1069,"Graham County, KS",0,0.0
1070,"Graham County, NC",0,0.0
1071,"Grainger County, TN",0,0.0
1072,"Grand County, CO",Data suppressed,Data suppressed
1073,"Grand County, UT",0,0.0
1074,"Grand Forks County, ND",6,10.1
1075,"Grand Isle County, VT",0,0.0
1076,"Grand Traverse County, MI",Data suppressed,Data suppressed
1077,"Granite County, MT",0,0.0
1078,"Grant County, AR",Data suppressed,Data suppressed
1079,"Grant County, IN",Data suppressed,Data suppressed
1080,"Grant County, KS",0,0.0
1081,"Grant County, KY",Data suppressed,Data suppressed
1082,"Grant County, MN",0,0.0
1083,"Grant County, ND",0,0.0
1084,"Grant County, NE",0,0.0
1085,"Grant County, NM",Data suppressed,Data suppressed
1086,"Grant County, OK",0,0.0
1087,"Grant County, OR",0,0.0
1088,"Grant County, SD",0,0.0
1089,"Grant County, WA",Data suppressed,Data suppressed
1090,"Grant County, WI",0,0.0
1091,"Grant County, WV",Data suppressed,Data suppressed
1092,"Grant Parish, LA",Data suppressed,Data suppressed
1093,"Granville County, NC",10,19.4
1094,"Gratiot County, MI",0,0.0
1095,"Graves County, KY",Data suppressed,Data suppressed
1096,"Gray County, KS",0,0.0
1097,"Gray County, TX",0,0.0
1098,"Grays Harbor County, WA",0,0.0
1099,"Grayson County, KY",Data suppressed,Data suppressed
1100,"Grayson County, TX",6,5.4
1101,"Grayson County, VA",0,0.0
1102,"Greeley County, KS",0,0.0
1103,"Greeley County, NE",0,0.0
1104,"Green County, KY",Data suppressed,Data suppressed
1105,"Green County, WI",0,0.0
1106,"Green Lake County, WI",0,0.0
1107,"Greenbrier County, WV",Data suppressed,Data suppressed
1108,"Greene County, AL",0,0.0
1109,"Greene County, AR",Data suppressed,Data suppressed
1110,"Greene County, GA",Data suppressed,Data suppressed
1111,"Greene County, IA",0,0.0
1112,"Greene County, IL",0,0.0
1113,"Greene County, IN",0,0.0
1114,"Greene County, MO",21,8.5
1115,"Greene County, MS",Data suppressed,Data suppressed
1116,"Greene County, NC",0,0.0
1117,"Greene County, NY",Data suppressed,Data suppressed
1118,"Greene County, OH",12,8.4
1119,"Greene County, PA",Data suppressed,Data suppressed
1120,"Greene County, TN",Data suppressed,Data suppressed
1121,"Greene County, VA",0,0.0
1122,"Greenlee County, AZ",0,0.0
1123,"Greensville County, VA",0,0.0
1124,"Greenup County, KY",Data suppressed,Data suppressed
1125,"Greenville County, SC",68,15.9
1126,"Greenwood County, KS",0,0.0
1127,"Greenwood County, SC",Data suppressed,Data suppressed
1128,"Greer County, OK",0,0.0
1129,"Gregg County, TX",27,26.9
1130,"Gregory County, SD",0,0.0
1131,"Grenada County, MS",Data suppressed,Data suppressed
1132,"Griggs County, ND",0,0.0
1133,"Grimes County, TX",Data suppressed,Data suppressed
1134,"Grundy County, IA",0,0.0
1135,"Grundy County, IL",Data suppressed,Data suppressed
1136,"Grundy County, MO",0,0.0
1137,"Grundy County, TN",Data suppressed,Data suppressed
1138,"Guadalupe County, NM",0,0.0
1139,"Guadalupe County, TX",6,4.5
1140,"Guernsey County, OH",0,0.0
1141,"Guilford County, NC",109,24.3
1142,"Gulf County, FL",Data suppressed,Data suppressed
1143,"Gunnison County, CO",Data suppressed,Data suppressed
1144,"Guthrie County, IA",0,0.0
1145,"Gwinnett County, GA",138,18.3
1146,"Haakon County, SD",0,0.0
1147,"Habersham County, GA",5,13.1
1148,"Haines Borough, AK",Data suppressed,Data suppressed
1149,"Hale County, AL",Data suppressed,Data suppressed
1150,"Hale County, TX",Data suppressed,Data suppressed
1151,"Halifax County, NC",Data suppressed,Data suppressed
1152,"Halifax County, VA",5,17.1
1153,"Hall County, GA",12,7.2
1154,"Hall County, NE",Data suppressed,Data suppressed
1155,"Hall County, TX",0,0.0
1156,"Hamblen County, TN",Data suppressed,Data suppressed
1157,"Hamilton County, FL",Data suppressed,Data suppressed
1158,"Hamilton County, IA",0,0.0
1159,"Hamilton County, IL",0,0.0
1160,"Hamilton County, IN",11,4.1
1161,"Hamilton County, KS",0,0.0
1162,"Hamilton County, NE",0,0.0
1163,"Hamilton County, NY",0,0.0
1164,"Hamilton County, OH",185,27.2
1165,"Hamilton County, TN",47,15.2
1166,"Hamilton County, TX",0,0.0
1167,"Hamlin County, SD",0,0.0
1168,"Hampden County, MA",63,15.8
1169,"Hampshire County, MA",7,4.8
1170,"Hampshire County, WV",0,0.0
1171,"Hampton City, VA",30,26.3
1172,"Hampton County, SC",Data suppressed,Data suppressed
1173,"Hancock County, GA",Data suppressed,Data suppressed
1174,"Hancock County, IA",0,0.0
1175,"Hancock County, IL",0,0.0
1176,"Hancock County, IN",Data suppressed,Data suppressed
1177,"Hancock County, KY",Data suppressed,Data suppressed
1178,"Hancock County, ME",Data suppressed,Data suppressed
1179,"Hancock County, MS",Data suppressed,Data suppressed
1180,"Hancock County, OH",Data suppressed,Data suppressed
1181,"Hancock County, TN",0,0.0
1182,"Hancock County, WV",Data suppressed,Data suppressed
1183,"Hand County, SD",0,0.0
1184,"Hanover County, VA",Data suppressed,Data suppressed
1185,"Hansford County, TX",0,0.0
1186,"Hanson County, SD",0,0.0
1187,"Haralson County, GA",Data suppressed,Data suppressed
1188,"Hardee County, FL",Data suppressed,Data suppressed
1189,"Hardeman County, TN",0,0.0
1190,"Hardeman County, TX",0,0.0
1191,"Hardin County, IA",0,0.0
1192,"Hardin County, IL",0,0.0
1193,"Hardin County, KY",19,20.9
1194,"Hardin County, OH",Data suppressed,Data suppressed
1195,"Hardin County, TN",Data suppressed,Data suppressed
1196,"Hardin County, TX",Data suppressed,Data suppressed
1197,"Harding County, NM",0,0.0
1198,"Harding County, SD",0,0.0
1199,"Hardy County, WV",Data suppressed,Data suppressed
1200,"Harford County, MD",18,8.4
1201,"Harlan County, KY",Data suppressed,Data suppressed
1202,"Harlan County, NE",0,0.0
1203,"Harmon County, OK",0,0.0
1204,"Harnett County, NC",12,11.1
1205,"Harney County, OR",0,0.0
1206,"Harper County, KS",0,0.0
1207,"Harper County, OK",0,0.0
1208,"Harris County, GA",5,17.0
1209,"Harris County, TX","1,204",31.8
1210,"Harrison County, IA",0,0.0
1211,"Harrison County, IN",Data suppressed,Data suppressed
1212,"Harrison County, KY",Data suppressed,Data suppressed
1213,"Harrison County, MO",0,0.0
1214,"Harrison County, MS",29,17.0
1215,"Harrison County, OH",Data suppressed,Data suppressed
1216,"Harrison County, TX",7,12.8
1217,"Harrison County, WV",Data suppressed,Data suppressed
1218,"Harrisonburg City, VA",Data suppressed,Data suppressed
1219,"Hart County, GA",Data suppressed,Data suppressed
1220,"Hart County, KY",Data suppressed,Data suppressed
1221,"Hartford County, CT",94,12.3
1222,"Hartley County, TX",0,0.0
1223,"Harvey County, KS",Data suppressed,Data suppressed
1224,"Haskell County, KS",0,0.0
1225,"Haskell County, OK",0,0.0
1226,"Haskell County, TX",0,0.0
1227,"Hawaii County, HI",6,3.5
1228,"Hawkins County, TN",Data suppressed,Data suppressed
1229,"Hayes County, NE",0,0.0
1230,"Hays County, TX",27,14.5
1231,"Haywood County, NC",Data suppressed,Data suppressed
1232,"Haywood County, TN",Data suppressed,Data suppressed
1233,"Heard County, GA",Data suppressed,Data suppressed
1234,"Hemphill County, TX",0,0.0
1235,"Hempstead County, AR",Data suppressed,Data suppressed
1236,"Henderson County, IL",0,0.0
1237,"Henderson County, KY",Data suppressed,Data suppressed
1238,"Henderson County, NC",8,7.9
1239,"Henderson County, TN",Data suppressed,Data suppressed
1240,"Henderson County, TX",7,10.0
1241,"Hendricks County, IN",17,12.3
1242,"Hendry County, FL",9,26.8
1243,"Hennepin County, MN",133,12.6
1244,"Henrico County, VA",53,19.2
1245,"Henry County, AL",0,0.0
1246,"Henry County, GA",47,24.7
1247,"Henry County, IA",0,0.0
1248,"Henry County, IL",0,0.0
1249,"Henry County, IN",0,0.0
1250,"Henry County, KY",Data suppressed,Data suppressed
1251,"Henry County, MO",Data suppressed,Data suppressed
1252,"Henry County, OH",0,0.0
1253,"Henry County, TN",Data suppressed,Data suppressed
1254,"Henry County, VA",Data suppressed,Data suppressed
1255,"Herkimer County, NY",Data suppressed,Data suppressed
1256,"Hernando County, FL",14,8.4
1257,"Hertford County, NC",6,29.2
1258,"Hettinger County, ND",0,0.0
1259,"Hickman County, KY",Data suppressed,Data suppressed
1260,"Hickman County, TN",0,0.0
1261,"Hickory County, MO",0,0.0
1262,"Hidalgo County, NM",0,0.0
1263,"Hidalgo County, TX",90,13.6
1264,"Highland County, OH",Data suppressed,Data suppressed
1265,"Highland County, VA",0,0.0
1266,"Highlands County, FL",6,6.5
1267,"Hill County, MT",0,0.0
1268,"Hill County, TX",Data suppressed,Data suppressed
1269,"Hillsborough County, FL",311,25.9
1270,"Hillsborough County, NH",26,7.3
1271,"Hillsdale County, MI",Data suppressed,Data suppressed
1272,"Hinds County, MS",89,45.4
1273,"Hinsdale County, CO",0,0.0
1274,"Hitchcock County, NE",Data suppressed,Data suppressed
1275,"Hocking County, OH",Data suppressed,Data suppressed
1276,"Hockley County, TX",Data suppressed,Data suppressed
1277,"Hodgeman County, KS",0,0.0
1278,"Hoke County, NC",7,16.1
1279,"Holmes County, FL",Data suppressed,Data suppressed
1280,"Holmes County, MS",Data suppressed,Data suppressed
1281,"Holmes County, OH",0,0.0
1282,"Holt County, MO",0,0.0
1283,"Holt County, NE",0,0.0
1284,"Honolulu County, HI",53,6.4
1285,"Hood County, TX",Data suppressed,Data suppressed
1286,"Hood River County, OR",0,0.0
1287,"Hooker County, NE",0,0.0
1288,"Hoonah-Angoon Census Area, AK",Data suppressed,Data suppressed
1289,"Hopewell City, VA",Data suppressed,Data suppressed
1290,"Hopkins County, KY",Data suppressed,Data suppressed
1291,"Hopkins County, TX",Data suppressed,Data suppressed
1292,"Horry County, SC",61,20.3
1293,"Hot Spring County, AR",12,41.5
1294,"Hot Springs County, WY",0,0.0
1295,"Houghton County, MI",0,0.0
1296,"Houston County, AL",11,12.5
1297,"Houston County, GA",27,21.2
1298,"Houston County, MN",0,0.0
1299,"Houston County, TN",0,0.0
